Position,Album,Artists,Total,Daily
"3,069",Alma En Fuego,Inspector,512622457,426163
"3,070",Joytime,Marshmello,512435789,59678
"3,071",Acústico MTV,Cássia Eller,512188378,270279
"3,072",The Carnival,King,512101005,334192
"3,073",With The Beatles,The Beatles,511876157,259214
"3,074",Bofff,Kevin Roldán,511792861,162439
"3,075",Human The Double Album,Cody Johnson,511734952,413938
"3,076",The Love & Sex Tape,Maluma,511721504,226127
"3,077",Ni Diablo Ni Santo,Julión Álvarez Y Su Norteño Banda,511689717,737880
"3,078",So Excited!,The Pointer Sisters,511574461,253409
"3,079",La Joia,Bad Gyal,511569041,870084
"3,080",Bellodrama,Ana Mena,511369101,241990
"3,081",Drama,Shindy,511358689,78249
"3,082",Little Hair,MC Cabelinho,511295557,261400
"3,083",Seventeen Going Under,Sam Fender,511195881,334668
"3,084",Secretos,José José,511115629,494138
"3,085",The Outsiders,Eric Church,511018834,158242
"3,086",Nena,Nena,510808563,397541
"3,087",Slime Season 3,Young Thug,510765472,138382
"3,088",Punk,Young Thug,510544759,223016
"3,089",Urban Flora,Alina Baraz,510287131,72772
"3,090",Yellow Tape 2,Key Glock,510115144,474736
"3,091",Escapology,Robbie Williams,510076751,244918
"3,092",Etazhi (?????),Molchat Doma,509954255,323330
"3,093",...Nothing Like The Sun,Sting,509925563,0
"3,094",This Empty Northern Hemisphere,Gregory Alan Isakov,509658617,367728
"3,095",Kereta Kencan,Hivi!,509626776,504272
"3,096",My Way,Frank Sinatra,509502836,306686
"3,097",A Great Chaos,Ken Carson,509253614,1606443
"3,098",Pentatonix,Pentatonix,509172911,54315
"3,099",AftërLyfe,Yeat,509140449,447374
"3,100",Songs Of Her's,Her's,509138540,375036
"3,101",Don't Shoot Me I'm Only The Piano Player,Elton John,508757784,388475
"3,102",Nieves De Enero,Chalino Sánchez,508570879,346940
"3,103",Más Futuro Que Pasado,Juanes,508406872,123384
"3,104",The Strange Case Of...,Halestorm,508096344,194635
"3,105",Parked Car Convos,Kaash Paige,508060918,574498
"3,106",Tasty,Kelis,507696919,211185
"3,107",I Don't Dance,Lee Brice,507521403,96145
"3,108",Coi,Coi Leray,507486267,266661
"3,109",Operation Stackola,Luniz,507341139,280703
"3,110",Solace,Rüfüs Du Sol,507004035,210121
"3,111",Zenit,RAF Camora,506851593,96150
"3,112",Eternal Grey,Suicideboys,506819009,239481
"3,113",Born And Raised,John Mayer,506817473,150994
"3,114",People (Live),Hillsong United,506684932,175837
"3,115",Ghetto Lenny's Love Songs,Saint JHN,506332618,168075
"3,116",Ghost In The Machine,The Police,506273202,314119
"3,117",Gashi,Gashi,506216556,57155
"3,118",Folie À Deux,Fall Out Boy,505881731,185937
"3,119",Wannabewithu,Cuco,505848138,264940
"3,120",Britney,Britney Spears,505846244,225665
"3,121",Leo-Nine,Lisa,505591890,216746
"3,122",Antichrist Superstar,Marilyn Manson,505556467,297543
"3,123",Valiente,Thalia,505543436,83079
"3,124",Melodie,Cro,505505422,239617
"3,125",We Are Family,Sister Sledge,505478263,186025
"3,126",Sfera Ebbasta,Sfera Ebbasta,505436485,278855
"3,127",Spirit In The Sky,Norman Greenbaum,505403571,240726
"3,128",Ex'Act / Lotto,Exo,505367385,120584
"3,129",Ceremony,King Gnu,505150075,236380
"3,130",More Of The Monkees,The Monkees,505096110,263881
"3,131",Macadelic,Mac Miller,504986857,215468
"3,132",Cyborg,Nekfeu,504877016,164435
"3,133",Backstreet Boys,Backstreet Boys,504801867,243603
"3,134",4Respect 4Freedom 4Loyalty 4WhatImportant,YoungBoy Never Broke Again,504458082,128851
"3,135",Indicud,Kid Cudi,504392029,105553
"3,136",Father Of The Bride,Vampire Weekend,504363587,123320
"3,137",Doris,Earl Sweatshirt,504108830,139239
"3,138",Duets: The Final Chapter,The Notorious B.I.G.,503585205,200939
"3,139",Throwing Copper,Live,503517772,310736
"3,140",CB7,Capital Bra,503392672,64414
"3,141",Riser,Dierks Bentley,503208833,165800
"3,142",Crooked Teeth,Papa Roach,502931051,223603
"3,143",Trône,Booba,502880444,139527
"3,144",Feel Special,Twice,502866845,182809
"3,145",Camp Rock 2: The Final Jam,Various Artists,502789643,156091
"3,146",Y Para Siempre...,Los Bukis,502506116,549950
"3,147",Dancing On The Ceiling,Lionel Richie,502469287,262459
"3,148",Viva (Ao Vivo),Luan Santana,502377321,133741
"3,149",Burlesque,Christina Aguilera & Cher,502323302,147550
"3,150","Noi, Loro, Gli Altri",Marracash,502176228,335617
"3,151",Funk Wav Bounces Vol. 2,Calvin Harris,502146925,190566
"3,152",Broken Machine,Nothing But Thieves,502046451,175218
"3,153",Atitude 67 (Ao Vivo),Atitude 67,501992380,125660
"3,154",Dressed To Kill,Kiss,501848805,234357
"3,155",Changa,Pnau,501562992,59166
"3,156",Come Into My Life,Gala,500789503,495824
"3,157",City To City,Gerry Rafferty,500713209,324759
"3,158",Saturation,Brockhampton,500651835,68065
"3,159",Surat Cinta Untuk Starla,Virgoun & Last Child,500644401,842808
"3,160",Acústico Ao Vivo,Bruno & Marrone,500528847,435964
"3,161",!,Trippie Redd,500435449,100178
"3,162","Passion, Pain & Pleasure",Trey Songz,500412868,184369
"3,163",Ojos En Blanco,La Arrolladora Banda El Limón De Rene Camacho,500065215,310761
